"Bewertungs_ID","Specificity_Score","Problem_Identification_Score","Solution_Offering_Score","Explanation_Score","Total_Score","Constructivity"
"rev-9a3d38f4-a67b-487c-88c8-a5643ab331b8",1,1,1,1,0,0
"rev-d03e60d3-36cc-4211-89fb-9eca9443af93",3,3,2,3,8.75,1
"rev-c03e301d-6db6-4c0d-b455-51793b111bdc",2,1,1,1,1.25,0
"rev-7a161065-0129-48a2-b11f-4eee2544a98e",2,1,1,2,2.5,0
"rev-4c1eae99-03f8-49af-8027-9409716e0178",2,1,1,2,2.5,0
"rev-4da92e4c-d665-41ea-9c4e-a3480dc08007",2,1,1,2,2.5,0
"rev-625dda4c-4871-4dbf-ae85-203459acc430",3,1,2,3,6.25,1
"rev-2228a635-8cd2-436a-bf20-cb54cf181009",2,1,1,2,2.5,0
"rev-2e6b0b77-059b-4fc2-a6ac-c4e57791023e",2,1,1,2,2.5,0
"rev-64b593c2-e213-4fa2-a0d3-6cb97b2d4a08",3,3,1,2,6.25,1
"rev-4c772af9-9dce-4c73-afcf-8a5aeb389127",3,3,2,3,8.75,1
"rev-bfc0b409-802e-4539-b94c-c7f9ec6cdfc4",3,1,1,2,3.75,0
"rev-824d0684-ccc1-43df-9fb9-8856a899f29a",3,1,1,2,3.75,0
"rev-7f734fd1-d246-43ee-8611-732682349d9a",2,1,1,2,2.5,0
"rev-86e05166-7352-4f09-b3f1-66bd646e45af",2,1,1,1,1.25,0
"rev-de6d5581-5ad7-47f1-87c6-cc7446719907",2,1,1,1,1.25,0
"rev-b28cb01c-fe25-4721-af95-4dabe31d4c47",1,1,1,1,0,0
"rev-43fa74d1-fb25-4a24-bc9d-e3c387ec9e29",2,1,1,1,1.25,0
"rev-a944a670-f659-4b1b-9dc2-279a6e43ee15",3,2,2,3,7.5,1
"rev-f0c7ade8-2034-4832-9941-4c5403ac6850",3,3,2,3,8.75,1
"rev-3c282701-64dd-4e01-9161-32c4f1c46b71",3,2,1,3,6.25,1
"rev-8bfe1f21-a391-40eb-9771-75da2f8fd56a",3,3,2,2,7.5,1
"rev-5ae6c43e-5b8b-4f1f-8919-8e1b83e88264",3,1,1,2,3.75,0
"rev-a3ef7c15-e077-4609-b26c-eb495c30d7e0",2,1,1,2,2.5,0
"rev-5011c91a-fa34-4688-a29a-959af376e6b4",2,1,1,2,2.5,0
"rev-82d00a03-18c7-48fe-a41b-b951bb6330dd",2,1,1,1,1.25,0
"rev-69a17653-95a8-4b45-aae9-2a51247ff279",3,2,3,3,8.75,1
"rev-3f8cc911-0923-483a-a385-5863a8059707",3,1,1,2,3.75,0
"rev-43fece5a-3014-426b-aa95-33b3524e5ce0",2,3,1,1,3.75,0
"rev-d8fcc90e-bf25-4026-af8d-679f03f3e601",1,1,1,1,0,0
"rev-f956da8e-d569-4a58-8669-6ad055dbc7eb",2,1,2,2,3.75,0
"rev-e2ccc576-74ef-469f-ab2f-ee0f52a9b8c8",2,1,1,2,2.5,0
"rev-62a4b1a8-3acf-4e49-9a01-5551064760c1",2,3,2,3,7.5,1
"rev-71d08cea-d7d9-4ab4-90fb-941de1b8df4e",2,1,1,1,1.25,0
"rev-a56929dc-8e35-4825-b1f7-1a00c9e0b56c",2,1,2,2,3.75,0
"rev-3ef56761-b8e6-4923-9c58-45290201dca8",3,1,1,2,3.75,0
"rev-0c0791de-211d-452f-8ede-c514d770a47c",2,1,1,1,1.25,0
"rev-1cb1cc4a-1cd4-40ee-a670-34dd357138dd",3,3,1,2,6.25,1
"rev-3d035472-b191-4cdd-97a2-11a6676493c5",1,1,1,1,0,0
"rev-5388bbb6-79ec-4a42-b69d-f53b2ceb22e1",2,1,1,2,2.5,0
"rev-57026aa7-bb93-4d7e-a574-c2384a50f672",1,1,1,1,0,0
"rev-eec16f86-d597-466e-bc57-6793c51abdc4",1,1,1,1,0,0
"rev-828baf5f-e32d-4257-aa2c-8efc8ebc66eb",3,1,1,2,3.75,0
"rev-6c77c424-8eeb-448c-b8f4-bd7ad4693640",2,1,1,1,1.25,0
"rev-bc7d8bb9-8b61-4848-8cda-0d6ec1ad7288",1,1,1,1,0,0
"rev-ea7aa16d-e584-467c-b673-48a143fc1302",3,3,1,3,7.5,1
"rev-bad53bc1-5a1d-4b3b-a768-3494d1bc3690",3,3,3,3,10,1
"rev-75070822-4e95-4bd7-ac3c-eb6f19481e30",3,1,1,2,3.75,0
"rev-51a1e61b-05d4-49e8-9c82-3c9ac636e221",2,1,2,3,5,1
"rev-675b9439-6f04-4c03-8e98-abb462347df9",3,1,1,3,5,1
"rev-d7e16092-7921-45b0-881e-71b3687c9969",2,1,1,1,1.25,0
"rev-82327e67-3c91-4fca-a6b8-ecc3825a6586",1,1,1,1,0,0
"rev-f21f7039-9b91-4751-92fc-59e96d335926",3,2,2,2,6.25,1
"rev-b6c80fbc-107f-4549-91af-9759a4958b1f",1,1,1,1,0,0
"rev-2b52b49f-1d7b-451c-96ef-773fcb37a711",3,1,1,3,5,1
"rev-64e01cd2-77af-4233-93d4-fa23caf96cea",3,1,1,2,3.75,0
"rev-42bb3d25-c1c0-424d-b2b6-cc7ec13b368d",3,2,2,3,7.5,1
"rev-49140c90-ca2b-4f99-a051-743ae607c6c8",2,1,1,2,2.5,0
"rev-fc2f78eb-4bf3-4267-9c22-6cbaeb67762d",3,1,1,2,3.75,0
"rev-387110c9-49d0-456a-917a-b1a052b7d7d4",2,1,1,1,1.25,0
"rev-e7c40808-8174-4c0f-a908-1e09a3e9388f",2,1,1,1,1.25,0
"rev-8fa9c4ba-2aa5-448f-9594-8180cdab5b49",2,1,1,1,1.25,0
"rev-79f97f0c-c8f6-41b0-9b11-94b671b922d5",1,1,1,1,0,0
"rev-5de22f8d-74c5-4786-bfa1-8a50065745fc",3,1,1,2,3.75,0
"rev-401dd728-8418-442f-8dce-2a09fca49c21",3,1,2,3,6.25,1
"rev-0dec0e33-685a-446c-be9b-b20fda4c620e",3,3,2,3,8.75,1
"rev-8b49c3ea-c96e-42f2-98d5-689995285423",2,1,1,1,1.25,0
"rev-20ab49dc-f637-4bc9-a772-ee7c6de8a193",3,2,2,3,7.5,1
"rev-9a4ef310-c2ec-4b69-8533-4c19f240d1e2",2,1,1,2,2.5,0
"rev-4ae9b814-4808-44d9-948a-b1b780ececb3",2,1,1,2,2.5,0
"rev-2175c95d-8d8d-4333-9934-63563a138804",2,1,1,1,1.25,0
"rev-bc9646ad-e288-4e6a-bbbb-89879736e27d",3,3,2,3,8.75,1
"rev-e099d28d-fd95-4584-8dd3-01a50780a5ca",2,1,1,2,2.5,0
"rev-e568c9f9-2be2-4f89-b063-d895d611f8b4",3,3,3,3,10,1
"rev-8a1e4737-16b1-4faa-85b7-04395f93018d",2,1,1,1,1.25,0
"rev-1e2bc9cc-1ae5-4174-8020-e3ef3e6a2e2a",2,1,1,1,1.25,0
"rev-a41e4783-fea0-415a-aeda-91efe30e3f51",3,2,2,2,6.25,1
"rev-6b3a28f2-e417-46c7-a477-aec92b4a1676",3,1,1,2,3.75,0
"rev-c1bf55e2-f642-4456-bf9e-932811ecd4e1",1,1,1,1,0,0
"rev-5bcfc596-3db9-4cc0-ad56-797adede435b",3,2,1,3,6.25,1
"rev-61dd3927-e937-44cd-9caf-d453db975cfa",2,1,1,2,2.5,0
"rev-19332fb1-933e-441d-bc5d-5bf03bc2e449",2,1,1,1,1.25,0
"rev-86394fd8-01ca-4625-bebc-4e66ab7581a1",2,1,1,1,1.25,0
"rev-6db41712-f9f2-4499-81ce-55381d6c35a7",3,1,1,2,3.75,0
"rev-20d184ed-897f-4101-a98a-6927dd2cb68f",2,1,1,2,2.5,0
"rev-91d52604-7d2c-4011-985b-e65107276b93",1,1,1,1,0,0
"rev-8a5b8e58-8011-43b3-bb40-4ead4d28d912",2,2,3,2,6.25,1
"rev-a193a225-1e33-48ab-a12b-67c58ac3e624",3,1,1,2,3.75,0
"rev-21cf269a-7b6a-4b0c-9060-d7ec3ed11e02",1,1,1,1,0,0
"rev-bf26caa8-5b96-4dc8-b201-513d84692fd6",2,1,1,1,1.25,0
"rev-634059e5-2635-403e-a1d5-d1a7635a9461",1,1,1,1,0,0
"rev-63320221-a05d-4c8a-a9ed-6b520b8d215f",2,1,1,1,1.25,0
"rev-87bce471-8cab-4874-a2ef-cd7e4b4ab1d1",3,3,2,3,8.75,1
"rev-6ed368d7-c8ea-41b6-80af-db0158def0df",3,1,1,2,3.75,0
"rev-a62ecb74-3ab5-4ef4-b788-7aa7578608a5",2,1,1,2,2.5,0
"rev-c201a681-fce8-48c1-9336-765e9ff6f10d",2,2,1,2,3.75,0
"rev-c9a02261-f028-49d0-98bd-1263d213182b",1,1,1,1,0,0
"rev-01f1eb72-39e5-437c-8e2c-04a1d0ffa035",3,1,2,3,6.25,1
"rev-2962a2af-bf26-434a-b9dc-cfbb5bac072f",2,1,1,2,2.5,0
"rev-c36914ce-f8f7-4a47-bf79-124fc4cc4076",1,1,1,1,0,0
"rev-ad7b894a-c31a-4ba0-b4ef-25607cc1ca99",2,1,1,1,1.25,0
"rev-e273c3fa-11f6-4a19-a705-af05539e8981",2,1,1,3,3.75,0
"rev-fef6aa12-3ad6-4434-ab7a-05a25e1c7d04",1,1,1,1,0,0
"rev-01fbcff5-56e6-4648-8fdf-63a21328db18",2,1,1,1,1.25,0
"rev-916e306d-ecc6-431a-8d50-bbab868882da",3,3,2,3,8.75,1
"rev-98271559-b673-4d98-95dc-72c473e0c6c8",1,1,1,1,0,0
"rev-cacf0525-c661-468b-aa32-a868a6482536",1,1,1,1,0,0
"rev-b048fa98-f5eb-4a6f-a827-f77c7c61aaf6",3,3,2,3,8.75,1
"rev-751a10e6-7cd5-445e-8af2-b00a9335fbd2",1,1,1,1,0,0
"rev-142ee13f-3b48-4e38-9a88-ac3cad7b1721",2,1,1,1,1.25,0
"rev-52223dc2-2781-4284-9199-541f71e9ace7",3,1,1,2,3.75,0
"rev-f1bcbc02-27ea-43df-9b35-4e7d3961212e",2,1,1,2,2.5,0
"rev-db7e2525-f4ae-4b96-9ee0-2d20104e7fb8",1,1,1,1,0,0
"rev-6813ac04-194a-4664-a768-c731af076a83",3,1,3,3,7.5,1
"rev-806db6ec-37d4-4d94-a6df-12cfdab08631",2,1,1,1,1.25,0
"rev-50898cc4-6d57-4140-b890-558a01f749a2",2,3,1,3,6.25,1
"rev-a7c1ee66-65d5-4dd0-b602-e4fa0839d861",2,1,1,1,1.25,0
"rev-07aace8b-7060-4294-9169-7a90fff70e41",3,1,1,2,3.75,0
"rev-e4ec7a86-9d99-4dbe-8915-4ab08e5266d8",3,3,1,3,7.5,1
"rev-b8a3d39d-8c81-463f-b67f-8e4bb5dccf52",2,3,1,2,5,1
"rev-0515ee6d-111d-450b-bb4e-4cc3d0564e91",3,1,1,2,3.75,0
"rev-762cee5d-0a32-4899-9321-638e2115b2c5",3,1,1,2,3.75,0
"rev-a81321c2-e2ab-48bc-8abf-bf738534919d",2,1,1,2,2.5,0
"rev-e168a130-d12b-4202-8fad-5a1551e37204",2,1,1,2,2.5,0
"rev-26ffa18c-6355-4bca-82c8-138c8da1cbe9",2,1,1,1,1.25,0
"rev-6b60d790-1325-4772-bc1e-00c9d541851c",2,3,1,1,3.75,0
"rev-b14c48d3-8cc0-4487-8a11-3d78035c2809",2,1,1,2,2.5,0
"rev-8772da93-aaf7-4d45-945f-c40d15bfdce4",3,1,1,1,2.5,0
"rev-747e7b5c-142f-47d6-aade-853cde5c146b",2,1,1,2,2.5,0
"rev-95f30812-38a3-45af-95b1-84542ba86479",1,1,1,1,0,0
"rev-fea069c3-1655-4fd2-b692-66444b3a7f6c",2,3,1,2,5,1
"rev-997a9b9f-bcb2-4ae1-b7f9-626ec670089b",2,1,1,1,1.25,0
"rev-35ee6c1b-dec6-42bb-a8b7-156ecf019b33",2,2,1,2,3.75,0
"rev-3729ec53-0766-4850-abf7-51f666aeb015",1,1,1,1,0,0
"rev-d4338157-4bd8-4988-b941-312d62e921e5",2,1,1,2,2.5,0
"rev-462347d4-feb4-4bba-88d3-842452a3bff0",2,2,1,2,3.75,0
"rev-af3e7b19-8643-4f38-9475-93f1809cf370",3,1,1,1,2.5,0
"rev-4ceacb33-3414-4c60-912f-4f89168821fb",3,3,1,2,6.25,1
"rev-17f18a1b-dd35-428d-811a-6db18bc62f19",2,1,1,1,1.25,0
"rev-6ded8402-96da-4550-a142-12739a534f25",2,1,2,2,3.75,0
"rev-3a725fcf-d0ca-4750-8778-04d690bafed3",2,3,1,2,5,1
"rev-ef20e6cd-8467-4545-9423-87fd10926a4b",1,1,1,1,0,0
"rev-8e67aac3-6b86-4317-88dc-38bb01569225",2,1,1,2,2.5,0
"rev-235d8439-40c2-44e2-bce1-87c1964232c2",1,1,1,1,0,0
"rev-7f491508-cc17-409f-aa1c-6cafe343ffdb",2,1,1,1,1.25,0
"rev-1e42c0ed-c64f-47e5-841c-5eea5935d7d3",2,1,1,2,2.5,0
"rev-909e22e2-9bcd-4732-9ce0-849b2d37e852",2,1,1,1,1.25,0
"rev-556e000b-8334-400a-8653-bdbb897c11b1",3,2,3,3,8.75,1
"rev-1a9031d0-6fbc-4195-9f18-f146311b3400",3,1,1,2,3.75,0
"rev-9c124e42-0fb3-4d48-adfa-f79dedb85fc5",3,3,1,1,5,1
"rev-f7b63a5c-37be-4ac0-a529-b0ac93868e85",3,1,1,2,3.75,0
"rev-27ddea54-eb09-4f8a-a79f-2cce0ee6a7f8",3,3,2,2,7.5,1
"rev-7bcc7c58-df9e-4204-a2aa-17955d64a401",3,1,2,3,6.25,1
"rev-839ba308-c29a-4f0b-84df-589af31a0de6",3,3,2,3,8.75,1
"rev-8cf16006-5c25-4093-8dbc-61949e65404f",3,1,1,2,3.75,0
"rev-b2e83328-dcd1-413c-828b-240d7f48fcc2",2,3,1,2,5,1
"rev-e0027aec-6c86-43af-b00b-5fcfd4d38e83",2,1,1,1,1.25,0
"rev-c25b14dd-fab1-4ba4-8f6b-47d477923615",2,1,1,1,1.25,0
"rev-bed47bf2-0d00-48df-969a-0faf0faf9df6",3,1,1,3,5,1
"rev-5b374d27-dd06-43c8-afed-01801d7c802b",2,1,1,2,2.5,0
"rev-3e01e3a8-5edd-40d4-a508-8ffc87b0a33d",3,2,2,2,6.25,1
"rev-c9052032-2e59-4558-8002-9d78b57365bb",2,1,1,1,1.25,0
"rev-12cac6ee-3b2b-4bb3-95b5-8790b384475c",1,1,1,1,0,0
"rev-efb516fd-749f-4df9-942a-492823e5ec6c",2,1,1,2,2.5,0
"rev-62127f43-0273-40e2-9680-91822e048562",2,1,1,1,1.25,0
"rev-3f7bc485-c857-407e-bc4c-e9bdbdee1b1e",2,1,1,1,1.25,0
"rev-85c6c4a5-b4ac-4eb2-a391-13398f35667f",3,3,2,3,8.75,1
"rev-bb2fad3c-681a-48d6-ade9-3e4861e6ba4a",3,1,1,3,5,1
"rev-90f2bedd-1009-4f6a-acd8-38e3ea739ce9",1,1,1,1,0,0
"rev-05365aaa-9a41-411a-a1e1-c5299b796a19",3,2,1,3,6.25,1
"rev-42ccc166-f2c5-4183-b447-05f5e89c4f17",3,1,1,3,5,1
"rev-7043cd64-b1ab-467b-bd6e-6350fc16e687",3,3,2,3,8.75,1
"rev-882f878f-7b14-41ae-adf4-1245c01bddb3",2,1,1,2,2.5,0
"rev-f37da454-63a7-4166-b996-7366e47f2719",3,1,2,2,5,1
"rev-07fe2afc-c83f-4db8-9f04-4ff022975e57",1,3,1,1,2.5,0
"rev-4b18a468-bf5b-447f-b7a1-dbeb6557f9e5",2,2,1,1,2.5,0
"rev-c96f7854-788b-41c8-af1b-079c7e619f45",3,3,1,2,6.25,1
"rev-e490526a-b174-4945-8920-abf988f50095",2,1,1,1,1.25,0
"rev-39941d59-30ef-4903-87e6-562cfe743de7",2,3,1,2,5,1
"rev-d4b17d7e-7e71-4863-b03c-7b27c8415602",1,1,1,1,0,0
"rev-19060edc-e6ea-4b56-9f4e-cb6668715ef2",2,1,1,1,1.25,0
"rev-59cfa4d0-d14a-4951-a08b-6f0b5b1eb780",2,1,1,1,1.25,0
"rev-cb6b3dcb-5e38-4a51-a9c6-bf11cfa5cac4",2,1,1,1,1.25,0
"rev-346bfbf7-be7d-41e7-adcf-5ad9fa1aef47",2,1,1,1,1.25,0
"rev-a4d49186-edd2-49e2-9e56-1e4b97eb296d",1,1,2,1,1.25,0
"rev-e8968cf6-32e6-4072-a894-874a039b4ac8",2,1,1,1,1.25,0
"rev-70b220fb-9272-4d81-bee8-fa6f3659b1b8",3,3,1,3,7.5,1
"rev-e25250d0-26c2-4b79-b60c-8bc59a8fbb11",2,3,1,1,3.75,0
"rev-0355bb44-9ba6-458d-bb46-e9a22f24fb70",3,1,1,2,3.75,0
"rev-cdba3227-f51f-41e8-9b66-a48e7924b554",3,1,1,3,5,1
"rev-f2e448ec-3e6b-470d-b3b8-a5004f92e57a",3,1,1,3,5,1
"rev-2ef16c29-4b7b-45ac-a872-9ce876db9e03",1,1,1,1,0,0
"rev-9cd6b18b-c0b9-4e82-a1cc-1c81afaff6df",2,1,1,2,2.5,0
"rev-9d828523-a6c9-4a44-b273-b0d677729cfe",2,1,3,2,5,1
"rev-c17cd8c1-3703-4343-8cbe-74de50d7c2a8",2,1,1,2,2.5,0
"rev-868e6daf-ef31-48fa-b4c4-a55d34ee1365",2,1,1,1,1.25,0
"rev-15c07365-0327-440c-80d7-3a175aed6eb9",1,1,1,1,0,0
"rev-1bb02fbc-8040-4553-99bb-5afe9b916c05",3,1,1,3,5,1
"rev-53688bb8-124e-4d8d-81af-372476da9e16",1,1,1,1,0,0
"rev-43a09810-e7e7-43f6-a645-a024ad38da1d",2,1,1,2,2.5,0
"rev-299704fc-9da1-4f09-98ed-27689ec56f9d",2,1,1,1,1.25,0
"rev-9c657b65-0b1f-4e9a-bf2c-1d3246b3d1a6",3,1,1,2,3.75,0
"rev-cb445f87-1f60-4886-9524-aa8cefb7c501",3,1,1,2,3.75,0
"rev-6b5192be-ed35-4281-93eb-337d86f0943a",1,1,1,1,0,0
"rev-64577d0e-e134-4766-8040-17edcd7e383f",2,2,1,2,3.75,0
"rev-7c4b44f0-105f-4c0b-8fcb-fa6025343b7f",1,1,1,1,0,0
"rev-4778af42-4f30-4108-921d-d7f282070489",3,3,2,3,8.75,1
"rev-50bcdac4-098c-4d9c-afcb-2251cd96915e",2,1,1,2,2.5,0
"rev-1dd701e3-a17a-4f28-9957-45c56bb25509",2,1,1,1,1.25,0
"rev-e07396a6-8cbc-4037-ae46-e9afcbf926f2",1,1,1,1,0,0
"rev-d3c4ffa6-1d97-4731-a790-a6497ad15d82",1,1,1,1,0,0
"rev-ee344413-ee60-4e81-b88f-4591496f50f2",2,1,1,1,1.25,0
"rev-f34bd36e-e15e-470b-8d2c-bb4b5d1a3b07",3,3,1,2,6.25,1
"rev-8872c0a8-3ad9-49d8-997f-dcbc1cf97630",1,1,1,1,0,0
"rev-8b96522a-08fe-4027-85dc-f26142496465",2,1,1,2,2.5,0
"rev-a39b599b-8679-49ca-9ca9-db780a20cc05",3,2,2,2,6.25,1
"rev-2549d102-b47f-44f8-83c6-5499627ca5cf",2,1,1,2,2.5,0
"rev-20686cd5-c428-430f-9e4d-518766a63ff1",3,1,1,2,3.75,0
"rev-7c0a5f26-b1fb-47b4-b72c-e0a69bb5b643",3,1,2,3,6.25,1
"rev-9f85541e-b84d-4171-8a39-fb569f3a5bde",3,3,2,3,8.75,1
"rev-cb129dfc-b787-481c-9bc1-ea4d2e1a77e6",3,1,1,3,5,1
"rev-65950cbc-3558-429f-9273-60a9e96ffb2f",2,1,1,1,1.25,0
"rev-ffaadcc9-8303-4725-b014-563807d129dc",2,1,1,1,1.25,0
"rev-313b1f6e-28d2-4034-9054-ab1995a9211f",3,1,1,2,3.75,0
"rev-0e214b6a-b7f0-441b-92de-9cba76562e18",2,1,1,1,1.25,0
"rev-4c75d4c5-3d0e-4557-9f11-3b3dc3ef3d17",1,1,1,1,0,0
"rev-3f1a1c51-42f1-42a9-b447-7061bb7cacfd",3,3,2,3,8.75,1
"rev-2b6e0c59-3c05-4589-844b-ab824afc8873",2,1,1,2,2.5,0
"rev-62926879-3a83-484d-8164-ebd27562295a",1,1,1,1,0,0
"rev-a2cf9edd-a0d7-48e7-9dca-5fc06a82150f",2,1,1,2,2.5,0
"rev-7b12f106-5df8-4749-b90c-dda5a170fec9",2,1,1,2,2.5,0
"rev-b011af7a-f328-4a86-b875-f9038d7a3d7b",1,1,1,1,0,0
"rev-83598b55-3f3d-4257-bf3d-009c4f9bc11a",2,3,1,2,5,1
"rev-dfed3c58-7cf6-472a-a70a-08f3e058dfce",1,1,1,1,0,0
"rev-f14a0e68-285c-448e-a879-962ed2d46ee8",3,1,1,3,5,1
"rev-dce74db4-5b40-463a-9233-0586551bfb61",3,1,1,2,3.75,0
"rev-753777c8-ff0f-4e8a-9cca-ed51d576c8df",3,1,1,1,2.5,0
"rev-612542db-59dc-4fac-beba-2242979fdf8d",1,1,1,1,0,0
"rev-3ddf898f-4915-47ce-aeeb-bcdd21533832",3,1,1,2,3.75,0
"rev-8f0983dd-e381-4397-84c8-cf5524cd8c59",3,1,1,1,2.5,0
"rev-7126ce55-3adb-4cb8-b16b-121a655d9d68",2,1,1,1,1.25,0
"rev-7677bbc0-85fa-40a9-92ef-468596e4a79e",2,1,1,1,1.25,0
"rev-271262b1-1a18-4410-bd4a-1d2f457e2f56",3,1,1,1,2.5,0
"rev-fbef36a9-d8d0-4b97-aa89-c198d3d091dd",3,3,3,3,10,1
"rev-46cea949-43de-4ac8-97ad-d53e69292b5f",3,1,1,3,5,1
"rev-51955153-5502-4525-9310-bf978904c05d",1,1,1,1,0,0
"rev-21921822-7bb9-4238-b69e-17215e6a06cd",2,1,1,2,2.5,0
"rev-350b8a93-52ce-4bdf-881c-87bee07c086f",3,1,1,2,3.75,0
"rev-2f8761a5-0f9d-42fb-8311-c2cbec3335e4",2,1,1,1,1.25,0
"rev-01f03029-4f01-444f-bd5e-63367e5469b3",3,3,2,2,7.5,1
"rev-5c363a43-c5e5-4c96-b4e5-6e059b5053e2",2,1,1,2,2.5,0
"rev-e503da4d-a89c-4517-bbc3-5f75a14b0b5d",3,2,2,3,7.5,1
"rev-5935c6c6-47e6-484c-9b99-7754d7de255e",2,1,2,2,3.75,0
"rev-af8cbd0a-9204-4307-8558-e6c096864573",3,3,1,2,6.25,1
"rev-c426500e-7b54-493f-ac08-2ab4b307258e",1,1,1,1,0,0
"rev-8396c898-f4ca-4d37-a10a-7e6ff033770c",3,3,2,3,8.75,1
"rev-87b0836f-09c8-410d-adb2-66252c1ddc5a",2,2,1,1,2.5,0
"rev-8167384c-b9e4-4022-95fe-adf900c0c6b9",1,1,1,1,0,0
"rev-89bc0b9b-bb53-40e2-8bbe-4f288f3de0c0",3,1,1,3,5,1
"rev-262ba17c-4580-4dd8-925a-89e09c4add23",3,1,1,2,3.75,0
"rev-5bec8006-4833-4223-bd6b-fa5850adbbc9",2,1,1,2,2.5,0
"rev-ba57d25a-32de-4de0-afb5-602e264de1ab",2,1,1,2,2.5,0
"rev-a7e5393c-e61b-4529-9370-0b9e7ec0d949",3,2,1,2,5,1
"rev-729c9184-90e6-4691-8383-d09811dedfa1",2,1,2,2,3.75,0
"rev-86fd9928-374c-45b9-8920-89832608f13b",1,1,1,1,0,0
"rev-14aa803c-0a28-40a3-a96f-4a463b6b0be8",3,1,1,1,2.5,0
"rev-9d98fc17-89db-48da-9f8d-d0e7577eb1eb",3,2,2,2,6.25,1
"rev-ce2c4510-bbab-4662-8a52-9d972b44d63d",3,1,1,2,3.75,0
"rev-d02514eb-b32f-4498-a904-c843be7884af",2,1,1,1,1.25,0
"rev-9731ec79-ebca-4355-bfe1-7b20af7254ce",3,3,1,3,7.5,1
"rev-6e93fd20-7f69-4802-89ca-a901f1d0bc93",2,1,1,1,1.25,0
"rev-d5b9de64-f65b-4d41-aaa0-1701a302e709",3,1,1,3,5,1
"rev-e3871370-0c52-4cec-a5e8-ae3ba930defa",3,1,1,2,3.75,0
"rev-b0608d7c-2abb-4e92-b6ed-b08847482bdd",1,1,1,1,0,0
"rev-e16d531b-9c07-4ed5-ae97-34c20b560a6a",1,3,1,1,2.5,0
"rev-ddcc9608-7cef-426b-a8a0-2571e66dc1ff",3,2,2,2,6.25,1
"rev-1c92050e-bc83-4873-a759-35bf2ba81aa7",3,3,1,2,6.25,1
"rev-1de1c4ff-226b-4eee-946b-0d873bf82d3f",2,2,1,2,3.75,0
"rev-0e13b198-3b6b-426a-ae87-84a58161ed11",2,1,1,1,1.25,0
"rev-af913069-dbb8-4246-aa61-b84d1e29ae47",3,1,1,2,3.75,0
"rev-195bb879-6c83-466b-995c-f5010c041495",2,1,1,1,1.25,0
"rev-91f77d86-7f80-4043-9504-28e2ac5ebb22",2,1,2,2,3.75,0
"rev-754b3f08-f3e4-40d0-b694-cd3813b4eece",1,1,1,1,0,0
"rev-5986fa83-159e-4087-8af0-9a7ad08a9b8c",3,1,1,3,5,1
"rev-9a749415-259c-4415-8572-95fb8777a639",1,1,1,1,0,0
"rev-065df055-48ba-47ec-8ba7-ec4fdfeaa911",3,2,1,2,5,1
"rev-d0c9f4ab-94dd-4f34-944b-ae36383a59f4",1,1,1,1,0,0
"rev-b288b18c-0d3d-4c11-b10b-b1bf4547c216",2,1,1,1,1.25,0
"rev-c4c9d694-29ff-4476-8c8b-7ae0569a3fb8",2,1,1,1,1.25,0
"rev-ab667950-7ae5-4b4e-8702-fb3f7bbc7a6d",1,1,1,1,0,0
"rev-883fdf08-9a20-424f-9a27-ee80afc09525",3,2,2,2,6.25,1
"rev-0fa141db-88fa-4d96-8589-6b4207c7805d",1,1,1,1,0,0
"rev-adbf2558-0e4e-4b47-a873-0c4a16e44da2",2,1,1,1,1.25,0
"rev-1489c851-db7f-40db-b143-415f3389702b",2,1,1,3,3.75,0
"rev-9aeada63-a5b5-4f31-9ceb-6400e4adc40c",3,1,1,3,5,1
"rev-233261a1-213f-41b2-8db8-41498033d780",2,1,1,2,2.5,0
"rev-12077b48-067b-4f16-b0d7-165b51a4ba60",3,3,2,3,8.75,1
"rev-3516a329-8cfb-4750-89cd-58e735881f7e",2,1,1,2,2.5,0
"rev-4073057b-4b35-4865-b786-bbcb7e2c98e4",2,1,1,1,1.25,0
"rev-18f05e0c-94df-4ec5-9e82-955863b12e9a",2,1,1,2,2.5,0
"rev-4bdb858c-4904-4f39-afde-d3aad02238bb",2,1,1,2,2.5,0
"rev-e16896d4-1975-40e4-9511-23017e7fcbc7",2,2,1,2,3.75,0
"rev-23ee968d-c4f1-4b6e-a25d-309a1c1db5e0",3,1,2,2,5,1
"rev-e7deef37-759d-415b-86a8-f5cd98700be6",3,1,3,2,6.25,1
"rev-b20bd9e1-5d17-4d07-a10f-8b892a9a9265",3,1,1,3,5,1
"rev-ea8638f3-eb1e-4b81-bc7b-8d49ed991605",3,3,1,1,5,1
"rev-5b3356df-7064-4d04-86be-f7809dbffb5c",3,3,1,1,5,1
"rev-4efa794a-b0ef-46c9-87b0-f58397fe833e",3,2,1,2,5,1
"rev-6425b10e-0664-4603-b506-ea736b45090b",2,2,1,2,3.75,0
"rev-f01d9ee6-2dca-46fa-bbb5-abfc9efe4a3e",1,1,1,1,0,0
"rev-efe8000b-dea6-453d-bf11-d24141aaaf94",1,1,1,1,0,0
"rev-4b9b550f-3db5-472e-b9c6-c3720055731f",1,1,1,1,0,0
"rev-69768e2a-a6ea-415a-9a66-157e5aca7c00",2,1,1,1,1.25,0
"rev-edecba2a-4294-43d8-8bbf-2cabbc5e3d46",3,1,1,3,5,1
"rev-83eaa595-ab5c-4276-999d-ed39552a259f",1,1,1,1,0,0
